movieId,cinemaId,showingTime
39,3,1635451200000
37,3,1635462600000
64,3,1635501599995
34,3,1635509699995
68,3,1635523199995
63,3,1635537600000
8,3,1635549000000
40,3,1635587999995
54,3,1635596099995
78,3,1635609599995
58,3,1635624000000
42,3,1635635400000
10,3,1635674399995
64,3,1635682499995
82,3,1635695999995
34,3,1635710400000
15,3,1635721800000
55,3,1635760799995
96,3,1635768899995
23,3,1635782399995
67,3,1635796800000
37,3,1635808200000
24,4,1634893200000
10,4,1634898600000
60,4,1634918400000
97,4,1634922900000
9,4,1634937600000
31,4,1634979600000
8,4,1634985000000
24,4,1635004799995
61,4,1635009300000
93,4,1635024000000
85,4,1635066000000
44,4,1635071400000
40,4,1635091199995
21,4,1635095700000
40,4,1635110400000
54,4,1635152400000
63,4,1635157800000
74,4,1635177599995
17,4,1635182100000
65,4,1635196800000
100,4,1635238800000
58,4,1635244200000
54,4,1635263999995
53,4,1635268500000
94,4,1635283200000
56,4,1635325200000
12,4,1635330600000
27,4,1635350399995
93,4,1635354900000
95,4,1635369600000
1,4,1635411600000
28,4,1635417000000
24,4,1635436799995
5,4,1635441300000
68,4,1635456000000
64,4,1635498000000
86,4,1635503400000
58,4,1635523199995
96,4,1635527700000
45,4,1635542400000
17,4,1635584400000
84,4,1635589800000
39,4,1635609599995
40,4,1635614100000
87,4,1635628800000
79,4,1635670800000
84,4,1635676200000
79,4,1635695999995
100,4,1635700500000
95,4,1635715200000
37,4,1635757200000
69,4,1635762600000
28,4,1635782399995
52,4,1635786900000
52,4,1635801600000
36,5,1634896800000
100,5,1634904900000
74,5,1634918400000
58,5,1634932800000
56,5,1634944200000
88,5,1634983199995
84,5,1634991299995
71,5,1635004799995
4,5,1635019200000
89,5,1635030600000
45,5,1635069599995
15,5,1635077699995
90,5,1635091199995
56,5,1635105600000
59,5,1635117000000
35,5,1635155999995
75,5,1635164099995
39,5,1635177599995
17,5,1635192000000
95,5,1635203400000
37,5,1635242399995
74,5,1635250499995
74,5,1635263999995
76,5,1635278400000
98,5,1635289800000
7,5,1635328799995
92,5,1635336899995
61,5,1635350399995
68,5,1635364800000
34,5,1635376200000
20,5,1635415199995
22,5,1635423299995
21,5,1635436799995
25,5,1635451200000
53,5,1635462600000
62,5,1635501599995
68,5,1635509699995
32,5,1635523199995
49,5,1635537600000
32,5,1635549000000
66,5,1635587999995
7,5,1635596099995
81,5,1635609599995
21,5,1635624000000
65,5,1635635400000
100,5,1635674399995
16,5,1635682499995
28,5,1635695999995
66,5,1635710400000
41,5,1635721800000
6,5,1635760799995
77,5,1635768899995
29,5,1635782399995
92,5,1635796800000
77,5,1635808200000
28,6,1634893200000
61,6,1634898600000
79,6,1634918400000
49,6,1634922900000
13,6,1634937600000
70,6,1634979600000
60,6,1634985000000
73,6,1635004799995
46,6,1635009300000
21,6,1635024000000
69,6,1635066000000
83,6,1635071400000
13,6,1635091199995
68,6,1635095700000
44,6,1635110400000
22,6,1635152400000
69,6,1635157800000
8,6,1635177599995
21,6,1635182100000
2,6,1635196800000
13,6,1635238800000
21,6,1635244200000
54,6,1635263999995
34,6,1635268500000
42,6,1635283200000
35,6,1635325200000
63,6,1635330600000
79,6,1635350399995
87,6,1635354900000
91,6,1635369600000
99,6,1635411600000
19,6,1635417000000
88,6,1635436799995
55,6,1635441300000
77,6,1635456000000
52,6,1635498000000
89,6,1635503400000
58,6,1635523199995
28,6,1635527700000
46,6,1635542400000
70,6,1635584400000
97,6,1635589800000
86,6,1635609599995
79,6,1635614100000
49,6,1635628800000
71,6,1635670800000
90,6,1635676200000
51,6,1635695999995
83,6,1635700500000
94,6,1635715200000
18,6,1635757200000
28,6,1635762600000
59,6,1635782399995
73,6,1635786900000
35,6,1635801600000
73,7,1634932800000
61,7,1634944200000
75,7,1634983199995
75,7,1634991299995
91,7,1635004799995
83,7,1635019200000
15,7,1635030600000
69,7,1635069599995
60,7,1635077699995
81,7,1635091199995
15,7,1635105600000
83,7,1635117000000
22,7,1635155999995
98,7,1635164099995
12,7,1635177599995
33,7,1635192000000
81,7,1635203400000
77,7,1635242399995
25,7,1635250499995
11,7,1635263999995
36,7,1635278400000
31,7,1635289800000
64,7,1635328799995
42,7,1635336899995
63,7,1635350399995
76,7,1635364800000
2,7,1635376200000
16,7,1635415199995
41,7,1635423299995
34,7,1635436799995
100,7,1635451200000
23,7,1635462600000
6,7,1635501599995
5,7,1635509699995
22,7,1635523199995
90,7,1635537600000
67,7,1635549000000
65,7,1635587999995
4,7,1635596099995
12,7,1635609599995
71,7,1635624000000
82,7,1635635400000
12,7,1635674399995
84,7,1635682499995
86,7,1635695999995
16,7,1635710400000
35,7,1635721800000
52,7,1635760799995
10,7,1635768899995
88,7,1635782399995
25,7,1635796800000
8,7,1635808200000
46,8,1634893200000
61,8,1634898600000
55,8,1634918400000
13,8,1634922900000
26,8,1634937600000
98,8,1634979600000
53,8,1634985000000
35,8,1635004799995
54,8,1635009300000
30,8,1635024000000
97,8,1635066000000
21,8,1635071400000
26,8,1635091199995
86,8,1635095700000
3,8,1635110400000
39,8,1635152400000
82,8,1635157800000
47,8,1635177599995
21,8,1635182100000
14,8,1635196800000
41,8,1635238800000
59,8,1635244200000
68,8,1635263999995
31,8,1635268500000
24,8,1635283200000
56,8,1635325200000
26,8,1635330600000
89,8,1635350399995
77,8,1635354900000
28,8,1635369600000
26,8,1635411600000
5,8,1635417000000
54,8,1635436799995
55,8,1635441300000
59,8,1635456000000
91,8,1635498000000
11,8,1635503400000
62,8,1635523199995
59,8,1635527700000
26,8,1635542400000
78,8,1635584400000
89,8,1635589800000
19,8,1635609599995
68,8,1635614100000
78,8,1635628800000
79,8,1635670800000
61,8,1635676200000
54,8,1635695999995
30,8,1635700500000
57,8,1635715200000
99,8,1635757200000
77,8,1635762600000
19,8,1635782399995
36,8,1635786900000
71,8,1635801600000
